"";"education";"ocupation";"area";"age group";"recomendation";"firma";"score";"detractor";"neutral";"promoter";"total"
"982";"Œrednie ogólne";"Agronom ekspert";"mniej ni¿ 25 ha";"31 - 40";4;"GoŸdzik";"Detractor";1;0;0;1
"983";"Œrednie ogólne";"G³ówny agronom";"100.01 - 250 ha";"mniej ni¿ 30";4;"GoŸdzik";"Detractor";1;0;0;1
"984";"Œrednie ogólne";"G³ówny agronom";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";5;"GoŸdzik";"Detractor";1;0;0;1
"985";"Œrednie ogólne";"W³aœciciel";"25.01 - 50 ha";"31 - 40";4;"GoŸdzik";"Detractor";1;0;0;1
"986";"Œrednie ogólne";"G³ówny agronom";"25.01 - 50 ha";"mniej ni¿ 30";4;"GoŸdzik";"Detractor";1;0;0;1
"987";"Wy¿sze";"G³ówny agronom";"100.01 - 250 ha";"41 - 50";9;"GoŸdzik";"Promoter";0;0;1;1
"988";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"41 - 50";6;"GoŸdzik";"Detractor";1;0;0;1
"989";"Œrednie techniczne";"W³aœciciel";"wiêcej ni¿ 250 ha";"powy¿ej 60";9;"GoŸdzik";"Promoter";0;0;1;1
"990";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"31 - 40";3;"GoŸdzik";"Detractor";1;0;0;1
"991";"Œrednie ogólne";"G³ówny agronom";"25.01 - 50 ha";"powy¿ej 60";1;"GoŸdzik";"Detractor";1;0;0;1
"992";"Œrednie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"41 - 50";9;"GoŸdzik";"Promoter";0;0;1;1
"993";"Œrednie techniczne";"W³aœciciel";"mniej ni¿ 25 ha";"41 - 50";0;"GoŸdzik";"Detractor";1;0;0;1
"994";"Œrednie ogólne";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";10;"GoŸdzik";"Promoter";0;0;1;1
"995";"Œrednie ogólne";"G³ówny agronom";"25.01 - 50 ha";"31 - 40";8;"GoŸdzik";"Neutral";0;1;0;1
"996";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"31 - 40";8;"GoŸdzik";"Neutral";0;1;0;1
"997";"Œrednie techniczne";"W³aœciciel";"100.01 - 250 ha";"31 - 40";5;"GoŸdzik";"Detractor";1;0;0;1
"998";"Œrednie ogólne";"Agronom ekspert";"100.01 - 250 ha";"51 - 60";9;"GoŸdzik";"Promoter";0;0;1;1
"999";"Œrednie techniczne";"W³aœciciel";"50.01 - 100 ha";"powy¿ej 60";7;"GoŸdzik";"Neutral";0;1;0;1
"1000";"Œrednie ogólne";"G³ówny agronom";"25.01 - 50 ha";"powy¿ej 60";8;"GoŸdzik";"Neutral";0;1;0;1
"1001";"Œrednie ogólne";"W³aœciciel";"mniej ni¿ 25 ha";"mniej ni¿ 30";9;"GoŸdzik";"Promoter";0;0;1;1
"1002";"Œrednie ogólne";"G³ówny agronom";"wiêcej ni¿ 250 ha";"41 - 50";9;"GoŸdzik";"Promoter";0;0;1;1
"1003";"Œrednie ogólne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"powy¿ej 60";10;"GoŸdzik";"Promoter";0;0;1;1
"1004";"Œrednie ogólne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"51 - 60";8;"GoŸdzik";"Neutral";0;1;0;1
"1005";"Œrednie techniczne";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"51 - 60";10;"GoŸdzik";"Promoter";0;0;1;1
"1006";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"41 - 50";10;"GoŸdzik";"Promoter";0;0;1;1
"1007";"Œrednie techniczne";"Pracownik techniczny";"mniej ni¿ 25 ha";"51 - 60";9;"GoŸdzik";"Promoter";0;0;1;1
"1008";"Œrednie ogólne";"Dyrektor/wicedyrektor";"mniej ni¿ 25 ha";"51 - 60";1;"GoŸdzik";"Detractor";1;0;0;1
"1009";"Œrednie ogólne";"Pracownik techniczny";"mniej ni¿ 25 ha";"51 - 60";5;"GoŸdzik";"Detractor";1;0;0;1
"1010";"Œrednie ogólne";"W³aœciciel";"mniej ni¿ 25 ha";"mniej ni¿ 30";10;"GoŸdzik";"Promoter";0;0;1;1
"1011";"Œrednie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"powy¿ej 60";2;"GoŸdzik";"Detractor";1;0;0;1
"1012";"Wy¿sze rolnicze";"W³aœciciel";"mniej ni¿ 25 ha";"41 - 50";8;"GoŸdzik";"Neutral";0;1;0;1
"1013";"Wy¿sze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"51 - 60";2;"GoŸdzik";"Detractor";1;0;0;1
"1014";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"31 - 40";5;"GoŸdzik";"Detractor";1;0;0;1
"1015";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"31 - 40";3;"GoŸdzik";"Detractor";1;0;0;1
"1016";"Œrednie ogólne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"powy¿ej 60";2;"GoŸdzik";"Detractor";1;0;0;1
"1017";"Œrednie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";5;"GoŸdzik";"Detractor";1;0;0;1
"1018";"Œrednie ogólne";"Agronom ekspert";"mniej ni¿ 25 ha";"41 - 50";8;"GoŸdzik";"Neutral";0;1;0;1
"1019";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"51 - 60";10;"GoŸdzik";"Promoter";0;0;1;1
"1020";"Œrednie techniczne";"Agronom ekspert";"25.01 - 50 ha";"51 - 60";10;"GoŸdzik";"Promoter";0;0;1;1
"1021";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"41 - 50";2;"GoŸdzik";"Detractor";1;0;0;1
"1022";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"41 - 50";3;"GoŸdzik";"Detractor";1;0;0;1
"1023";"Œrednie techniczne";"Agronom ekspert";"100.01 - 250 ha";"41 - 50";10;"GoŸdzik";"Promoter";0;0;1;1
"1024";"Œrednie techniczne";"Agronom ekspert";"25.01 - 50 ha";"31 - 40";9;"GoŸdzik";"Promoter";0;0;1;1
"1025";"Œrednie ogólne";"W³aœciciel";"25.01 - 50 ha";"31 - 40";8;"GoŸdzik";"Neutral";0;1;0;1
"1026";"Œrednie ogólne";"W³aœciciel";"25.01 - 50 ha";"powy¿ej 60";9;"GoŸdzik";"Promoter";0;0;1;1
"1027";"Œrednie ogólne";"G³ówny agronom";"100.01 - 250 ha";"51 - 60";10;"GoŸdzik";"Promoter";0;0;1;1
"1028";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"41 - 50";6;"GoŸdzik";"Detractor";1;0;0;1
"1029";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"powy¿ej 60";9;"GoŸdzik";"Promoter";0;0;1;1
"1030";"Œrednie ogólne";"Pracownik techniczny";"100.01 - 250 ha";"31 - 40";9;"GoŸdzik";"Promoter";0;0;1;1
"1031";"Œrednie techniczne";"W³aœciciel";"mniej ni¿ 25 ha";"31 - 40";6;"GoŸdzik";"Detractor";1;0;0;1
"1032";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"powy¿ej 60";3;"GoŸdzik";"Detractor";1;0;0;1
"1033";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"41 - 50";9;"GoŸdzik";"Promoter";0;0;1;1
"1034";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"31 - 40";6;"GoŸdzik";"Detractor";1;0;0;1
"1035";"Œrednie ogólne";"Agronom ekspert";"50.01 - 100 ha";"41 - 50";7;"GoŸdzik";"Neutral";0;1;0;1
"1036";"Œrednie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";9;"GoŸdzik";"Promoter";0;0;1;1
"1037";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"41 - 50";9;"GoŸdzik";"Promoter";0;0;1;1
"1038";"Œrednie ogólne";"W³aœciciel";"mniej ni¿ 25 ha";"31 - 40";9;"GoŸdzik";"Promoter";0;0;1;1
"1039";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"31 - 40";8;"GoŸdzik";"Neutral";0;1;0;1
"1040";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"51 - 60";4;"GoŸdzik";"Detractor";1;0;0;1
"1041";"Wy¿sze rolnicze";"W³aœciciel";"mniej ni¿ 25 ha";"41 - 50";9;"GoŸdzik";"Promoter";0;0;1;1
"1042";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"powy¿ej 60";10;"GoŸdzik";"Promoter";0;0;1;1
"1043";"Œrednie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";9;"GoŸdzik";"Promoter";0;0;1;1
"1044";"Œrednie ogólne";"Agronom ekspert";"mniej ni¿ 25 ha";"31 - 40";10;"GoŸdzik";"Promoter";0;0;1;1
"1045";"Œrednie ogólne";"Pracownik techniczny";"100.01 - 250 ha";"31 - 40";3;"GoŸdzik";"Detractor";1;0;0;1
"1046";"Œrednie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"mniej ni¿ 30";8;"GoŸdzik";"Neutral";0;1;0;1
"1047";"Œrednie ogólne";"Agronom ekspert";"mniej ni¿ 25 ha";"31 - 40";9;"GoŸdzik";"Promoter";0;0;1;1
"1048";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";10;"GoŸdzik";"Promoter";0;0;1;1
"1049";"Œrednie ogólne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"41 - 50";7;"GoŸdzik";"Neutral";0;1;0;1
"1050";"Œrednie ogólne";"Pracownik techniczny";"25.01 - 50 ha";"41 - 50";2;"GoŸdzik";"Detractor";1;0;0;1
"1051";"Œrednie ogólne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"31 - 40";10;"GoŸdzik";"Promoter";0;0;1;1
"1052";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"31 - 40";4;"GoŸdzik";"Detractor";1;0;0;1
"1053";"Œrednie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"31 - 40";5;"GoŸdzik";"Detractor";1;0;0;1
"1054";"Œrednie ogólne";"Pracownik techniczny";"100.01 - 250 ha";"mniej ni¿ 30";7;"GoŸdzik";"Neutral";0;1;0;1
"1055";"Œrednie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"mniej ni¿ 30";7;"GoŸdzik";"Neutral";0;1;0;1
"1056";"Œrednie techniczne";"W³aœciciel";"50.01 - 100 ha";"41 - 50";9;"GoŸdzik";"Promoter";0;0;1;1
"1057";"Œrednie ogólne";"G³ówny agronom";"mniej ni¿ 25 ha";"31 - 40";9;"GoŸdzik";"Promoter";0;0;1;1
"1058";"Œrednie ogólne";"Dyrektor/wicedyrektor";"mniej ni¿ 25 ha";"51 - 60";7;"GoŸdzik";"Neutral";0;1;0;1
"1059";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"41 - 50";8;"GoŸdzik";"Neutral";0;1;0;1
"1060";"Œrednie ogólne";"W³aœciciel";"25.01 - 50 ha";"51 - 60";0;"GoŸdzik";"Detractor";1;0;0;1
"1061";"Wy¿sze";"Agronom ekspert";"wiêcej ni¿ 250 ha";"31 - 40";4;"GoŸdzik";"Detractor";1;0;0;1
"1062";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"41 - 50";5;"GoŸdzik";"Detractor";1;0;0;1
"1063";"Wy¿sze rolnicze";"Pracownik techniczny";"25.01 - 50 ha";"mniej ni¿ 30";6;"GoŸdzik";"Detractor";1;0;0;1
"1064";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";9;"GoŸdzik";"Promoter";0;0;1;1
"1065";"Wy¿sze";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"powy¿ej 60";5;"GoŸdzik";"Detractor";1;0;0;1
"1066";"Wy¿sze rolnicze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"mniej ni¿ 30";7;"GoŸdzik";"Neutral";0;1;0;1
"1067";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"powy¿ej 60";10;"GoŸdzik";"Promoter";0;0;1;1
"1068";"Wy¿sze";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"51 - 60";10;"GoŸdzik";"Promoter";0;0;1;1
"1069";"Œrednie techniczne";"G³ówny agronom";"50.01 - 100 ha";"powy¿ej 60";7;"GoŸdzik";"Neutral";0;1;0;1
"1070";"Œrednie ogólne";"Pracownik techniczny";"25.01 - 50 ha";"41 - 50";2;"GoŸdzik";"Detractor";1;0;0;1
"1071";"Wy¿sze rolnicze";"W³aœciciel";"wiêcej ni¿ 250 ha";"51 - 60";0;"GoŸdzik";"Detractor";1;0;0;1
"1072";"Œrednie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"powy¿ej 60";5;"GoŸdzik";"Detractor";1;0;0;1
"1073";"Wy¿sze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"31 - 40";7;"GoŸdzik";"Neutral";0;1;0;1
"1074";"Wy¿sze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"powy¿ej 60";1;"GoŸdzik";"Detractor";1;0;0;1
"1075";"Wy¿sze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"41 - 50";8;"GoŸdzik";"Neutral";0;1;0;1
"1076";"Wy¿sze rolnicze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"51 - 60";9;"GoŸdzik";"Promoter";0;0;1;1
"1077";"Wy¿sze rolnicze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"31 - 40";7;"GoŸdzik";"Neutral";0;1;0;1
"1079";"Wy¿sze";"Pracownik techniczny";"25.01 - 50 ha";"51 - 60";6;"GoŸdzik";"Detractor";1;0;0;1
"1080";"Œrednie techniczne";"W³aœciciel";"mniej ni¿ 25 ha";"powy¿ej 60";5;"GoŸdzik";"Detractor";1;0;0;1
"1081";"Œrednie techniczne";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"powy¿ej 60";6;"GoŸdzik";"Detractor";1;0;0;1
"1082";"Œrednie ogólne";"G³ówny agronom";"50.01 - 100 ha";"mniej ni¿ 30";8;"GoŸdzik";"Neutral";0;1;0;1
"1083";"Œrednie ogólne";"Agronom ekspert";"mniej ni¿ 25 ha";"51 - 60";0;"GoŸdzik";"Detractor";1;0;0;1
"1084";"Œrednie ogólne";"Agronom ekspert";"100.01 - 250 ha";"powy¿ej 60";4;"GoŸdzik";"Detractor";1;0;0;1
"1085";"Wy¿sze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"powy¿ej 60";0;"GoŸdzik";"Detractor";1;0;0;1
"1086";"Wy¿sze";"Dyrektor/wicedyrektor";"25.01 - 50 ha";"51 - 60";9;"GoŸdzik";"Promoter";0;0;1;1
"1087";"Wy¿sze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";10;"GoŸdzik";"Promoter";0;0;1;1
"1089";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"51 - 60";5;"GoŸdzik";"Detractor";1;0;0;1
"1090";"Wy¿sze rolnicze";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"powy¿ej 60";0;"GoŸdzik";"Detractor";1;0;0;1
"1091";"Œrednie techniczne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"31 - 40";5;"GoŸdzik";"Detractor";1;0;0;1
"1092";"Wy¿sze rolnicze";"Agronom ekspert";"25.01 - 50 ha";"powy¿ej 60";8;"GoŸdzik";"Neutral";0;1;0;1
"1093";"Œrednie techniczne";"W³aœciciel";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";0;"GoŸdzik";"Detractor";1;0;0;1
"1094";"Wy¿sze rolnicze";"W³aœciciel";"100.01 - 250 ha";"41 - 50";9;"GoŸdzik";"Promoter";0;0;1;1
"1097";"Œrednie ogólne";"Pracownik techniczny";"25.01 - 50 ha";"powy¿ej 60";2;"GoŸdzik";"Detractor";1;0;0;1
"1098";"Œrednie ogólne";"Agronom ekspert";"100.01 - 250 ha";"powy¿ej 60";6;"GoŸdzik";"Detractor";1;0;0;1
"1099";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";10;"GoŸdzik";"Promoter";0;0;1;1
"1100";"Wy¿sze rolnicze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"31 - 40";6;"GoŸdzik";"Detractor";1;0;0;1
"1101";"Œrednie techniczne";"G³ówny agronom";"25.01 - 50 ha";"powy¿ej 60";0;"GoŸdzik";"Detractor";1;0;0;1
"1102";"Wy¿sze";"W³aœciciel";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";4;"GoŸdzik";"Detractor";1;0;0;1
"1103";"Wy¿sze";"W³aœciciel";"wiêcej ni¿ 250 ha";"powy¿ej 60";9;"GoŸdzik";"Promoter";0;0;1;1
"1104";"Wy¿sze";"Dyrektor/wicedyrektor";"mniej ni¿ 25 ha";"51 - 60";7;"GoŸdzik";"Neutral";0;1;0;1
"1105";"Wy¿sze rolnicze";"Pracownik techniczny";"mniej ni¿ 25 ha";"mniej ni¿ 30";7;"GoŸdzik";"Neutral";0;1;0;1
"1106";"Wy¿sze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"powy¿ej 60";7;"GoŸdzik";"Neutral";0;1;0;1
"1107";"Wy¿sze";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"51 - 60";7;"GoŸdzik";"Neutral";0;1;0;1
"1108";"Œrednie techniczne";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"51 - 60";4;"GoŸdzik";"Detractor";1;0;0;1
"1109";"Wy¿sze rolnicze";"G³ówny agronom";"50.01 - 100 ha";"powy¿ej 60";9;"GoŸdzik";"Promoter";0;0;1;1
"1110";"Œrednie techniczne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"31 - 40";1;"GoŸdzik";"Detractor";1;0;0;1
"1111";"Œrednie techniczne";"G³ówny agronom";"wiêcej ni¿ 250 ha";"31 - 40";0;"GoŸdzik";"Detractor";1;0;0;1
"1112";"Œrednie ogólne";"W³aœciciel";"mniej ni¿ 25 ha";"powy¿ej 60";8;"GoŸdzik";"Neutral";0;1;0;1
"1113";"Wy¿sze rolnicze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";8;"GoŸdzik";"Neutral";0;1;0;1
"1115";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"powy¿ej 60";6;"GoŸdzik";"Detractor";1;0;0;1
"1116";"Œrednie techniczne";"W³aœciciel";"wiêcej ni¿ 250 ha";"51 - 60";10;"GoŸdzik";"Promoter";0;0;1;1
"1117";"Œrednie techniczne";"W³aœciciel";"100.01 - 250 ha";"51 - 60";10;"GoŸdzik";"Promoter";0;0;1;1
"1119";"Wy¿sze rolnicze";"Agronom ekspert";"100.01 - 250 ha";"powy¿ej 60";3;"GoŸdzik";"Detractor";1;0;0;1
"1120";"Wy¿sze";"Pracownik techniczny";"100.01 - 250 ha";"powy¿ej 60";5;"GoŸdzik";"Detractor";1;0;0;1
"1121";"Wy¿sze";"Agronom ekspert";"wiêcej ni¿ 250 ha";"41 - 50";10;"GoŸdzik";"Promoter";0;0;1;1
"1122";"Wy¿sze rolnicze";"G³ówny agronom";"100.01 - 250 ha";"41 - 50";9;"GoŸdzik";"Promoter";0;0;1;1
"1123";"Wy¿sze rolnicze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";6;"GoŸdzik";"Detractor";1;0;0;1
"1124";"Œrednie techniczne";"Agronom ekspert";"50.01 - 100 ha";"41 - 50";7;"GoŸdzik";"Neutral";0;1;0;1
"1125";"Wy¿sze rolnicze";"W³aœciciel";"100.01 - 250 ha";"31 - 40";1;"GoŸdzik";"Detractor";1;0;0;1
"1126";"Wy¿sze";"Agronom ekspert";"50.01 - 100 ha";"31 - 40";2;"GoŸdzik";"Detractor";1;0;0;1
"1127";"Wy¿sze rolnicze";"Inna";"wiêcej ni¿ 250 ha";"51 - 60";2;"GoŸdzik";"Detractor";1;0;0;1
"1128";"Wy¿sze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"51 - 60";1;"GoŸdzik";"Detractor";1;0;0;1
"1129";"Wy¿sze";"Agronom ekspert";"wiêcej ni¿ 250 ha";"31 - 40";2;"GoŸdzik";"Detractor";1;0;0;1
"1130";"Wy¿sze rolnicze";"G³ówny agronom";"100.01 - 250 ha";"powy¿ej 60";0;"GoŸdzik";"Detractor";1;0;0;1
"1131";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"powy¿ej 60";5;"GoŸdzik";"Detractor";1;0;0;1
"1132";"Wy¿sze";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"31 - 40";9;"GoŸdzik";"Promoter";0;0;1;1
"1133";"Œrednie techniczne";"G³ówny agronom";"25.01 - 50 ha";"powy¿ej 60";5;"GoŸdzik";"Detractor";1;0;0;1
"1134";"Wy¿sze rolnicze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"41 - 50";2;"GoŸdzik";"Detractor";1;0;0;1
"1135";"Œrednie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"powy¿ej 60";5;"GoŸdzik";"Detractor";1;0;0;1
"1136";"Œrednie ogólne";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"powy¿ej 60";0;"GoŸdzik";"Detractor";1;0;0;1
"1137";"Œrednie ogólne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"powy¿ej 60";9;"GoŸdzik";"Promoter";0;0;1;1
"1138";"Wy¿sze rolnicze";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"41 - 50";7;"GoŸdzik";"Neutral";0;1;0;1
"1139";"Œrednie techniczne";"W³aœciciel";"25.01 - 50 ha";"41 - 50";1;"GoŸdzik";"Detractor";1;0;0;1
"1140";"Œrednie ogólne";"Agronom ekspert";"50.01 - 100 ha";"powy¿ej 60";9;"GoŸdzik";"Promoter";0;0;1;1
"1141";"Wy¿sze rolnicze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"powy¿ej 60";9;"GoŸdzik";"Promoter";0;0;1;1
"1142";"Wy¿sze rolnicze";"W³aœciciel";"100.01 - 250 ha";"51 - 60";8;"GoŸdzik";"Neutral";0;1;0;1
"1143";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"powy¿ej 60";3;"GoŸdzik";"Detractor";1;0;0;1
"1144";"Wy¿sze rolnicze";"Dyrektor/wicedyrektor";"25.01 - 50 ha";"powy¿ej 60";6;"GoŸdzik";"Detractor";1;0;0;1
"1145";"Wy¿sze rolnicze";"Agronom ekspert";"50.01 - 100 ha";"31 - 40";9;"GoŸdzik";"Promoter";0;0;1;1
"1146";"Œrednie techniczne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"powy¿ej 60";3;"GoŸdzik";"Detractor";1;0;0;1
"1147";"Wy¿sze";"Agronom ekspert";"wiêcej ni¿ 250 ha";"powy¿ej 60";10;"GoŸdzik";"Promoter";0;0;1;1
"1148";"Wy¿sze";"Agronom ekspert";"mniej ni¿ 25 ha";"41 - 50";8;"GoŸdzik";"Neutral";0;1;0;1
"1149";"Œrednie ogólne";"W³aœciciel";"mniej ni¿ 25 ha";"41 - 50";5;"GoŸdzik";"Detractor";1;0;0;1
"1150";"Wy¿sze";"Agronom ekspert";"50.01 - 100 ha";"powy¿ej 60";10;"GoŸdzik";"Promoter";0;0;1;1
"1151";"Œrednie techniczne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"51 - 60";4;"GoŸdzik";"Detractor";1;0;0;1
"1152";"Wy¿sze";"G³ówny agronom";"100.01 - 250 ha";"mniej ni¿ 30";5;"GoŸdzik";"Detractor";1;0;0;1
"1153";"Œrednie ogólne";"G³ówny agronom";"50.01 - 100 ha";"51 - 60";9;"GoŸdzik";"Promoter";0;0;1;1
"1154";"Œrednie ogólne";"G³ówny agronom";"100.01 - 250 ha";"powy¿ej 60";2;"GoŸdzik";"Detractor";1;0;0;1
"1155";"Wy¿sze rolnicze";"W³aœciciel";"25.01 - 50 ha";"powy¿ej 60";7;"GoŸdzik";"Neutral";0;1;0;1
"1156";"Wy¿sze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"31 - 40";10;"GoŸdzik";"Promoter";0;0;1;1
"1157";"Wy¿sze";"G³ówny agronom";"100.01 - 250 ha";"powy¿ej 60";10;"GoŸdzik";"Promoter";0;0;1;1
"1158";"Œrednie techniczne";"W³aœciciel";"100.01 - 250 ha";"41 - 50";5;"GoŸdzik";"Detractor";1;0;0;1
"1159";"Œrednie ogólne";"G³ówny agronom";"wiêcej ni¿ 250 ha";"41 - 50";5;"GoŸdzik";"Detractor";1;0;0;1
"1160";"Œrednie techniczne";"W³aœciciel";"100.01 - 250 ha";"powy¿ej 60";9;"GoŸdzik";"Promoter";0;0;1;1
"1161";"Œrednie techniczne";"Agronom ekspert";"mniej ni¿ 25 ha";"powy¿ej 60";7;"GoŸdzik";"Neutral";0;1;0;1
"1162";"Œrednie ogólne";"G³ówny agronom";"25.01 - 50 ha";"51 - 60";3;"GoŸdzik";"Detractor";1;0;0;1
"1163";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"51 - 60";1;"GoŸdzik";"Detractor";1;0;0;1
"1164";"Wy¿sze rolnicze";"Agronom ekspert";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";9;"GoŸdzik";"Promoter";0;0;1;1
"1165";"Wy¿sze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"31 - 40";8;"GoŸdzik";"Neutral";0;1;0;1
"1166";"Œrednie techniczne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";7;"GoŸdzik";"Neutral";0;1;0;1
"1167";"Wy¿sze rolnicze";"W³aœciciel";"100.01 - 250 ha";"powy¿ej 60";1;"GoŸdzik";"Detractor";1;0;0;1
"1168";"Œrednie techniczne";"W³aœciciel";"100.01 - 250 ha";"51 - 60";1;"GoŸdzik";"Detractor";1;0;0;1
"1169";"Œrednie techniczne";"W³aœciciel";"mniej ni¿ 25 ha";"31 - 40";6;"GoŸdzik";"Detractor";1;0;0;1
"1170";"Œrednie techniczne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"51 - 60";7;"GoŸdzik";"Neutral";0;1;0;1
"1171";"Œrednie ogólne";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"31 - 40";6;"GoŸdzik";"Detractor";1;0;0;1
"1172";"Wy¿sze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";7;"GoŸdzik";"Neutral";0;1;0;1
"1173";"Wy¿sze rolnicze";"W³aœciciel";"wiêcej ni¿ 250 ha";"powy¿ej 60";10;"GoŸdzik";"Promoter";0;0;1;1
"1174";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"51 - 60";7;"GoŸdzik";"Neutral";0;1;0;1
"1175";"Wy¿sze rolnicze";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"mniej ni¿ 30";5;"GoŸdzik";"Detractor";1;0;0;1
"1176";"Œrednie techniczne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"41 - 50";1;"GoŸdzik";"Detractor";1;0;0;1
